-3.00  14000. 4.50  -1.241  -0.430  -0.116  -0.062  -0.061
-3.00  14000. 5.00  -1.235  -0.415  -0.099  -0.064  -0.060
-3.00  15000. 0.00  -1.426  -0.690  -0.133  -0.044  -0.054
-3.00  15000. 0.50  -1.426  -0.690  -0.133  -0.044  -0.054
-3.00  15000. 1.00  -1.426  -0.690  -0.133  -0.044  -0.054
-3.00  15000. 1.50  -1.426  -0.690  -0.133  -0.044  -0.054
-3.00  15000. 2.00  -1.426  -0.690  -0.133  -0.044  -0.054
-3.00  15000. 2.50  -1.417  -0.629  -0.148  -0.054  -0.063
-3.00  15000. 3.00  -1.419  -0.577  -0.154  -0.061  -0.067
-3.00  15000. 3.50  -1.421  -0.541  -0.151  -0.064  -0.070
-3.00  15000. 4.00  -1.421  -0.514  -0.144  -0.067  -0.070
-3.00  15000. 4.50  -1.418  -0.494  -0.132  -0.069  -0.070
-3.00  15000. 5.00  -1.412  -0.481  -0.117  -0.071  -0.070
-3.00  16000. 0.00  -1.583  -0.731  -0.149  -0.054  -0.064
-3.00  16000. 0.50  -1.583  -0.731  -0.149  -0.054  -0.064
-3.00  16000. 1.00  -1.583  -0.731  -0.149  -0.054  -0.064
-3.00  16000. 1.50  -1.583  -0.731  -0.149  -0.054  -0.064
-3.00  16000. 2.00  -1.583  -0.731  -0.149  -0.054  -0.064
-3.00  16000. 2.50  -1.576  -0.687  -0.160  -0.061  -0.071
-3.00  16000. 3.00  -1.580  -0.632  -0.167  -0.068  -0.076
-3.00  16000. 3.50  -1.584  -0.595  -0.165  -0.071  -0.079
